timestamp,action,client_ip,stream,peer_id,clip_id,source,duration_ms,path
2026-09-01T20:23:35-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-10,,,,
2026-09-01T20:23:48-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-11,,,,
2026-09-01T20:23:53-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-8,,,57730,
2026-09-01T20:23:59-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-9,,,47184,
2026-09-01T20:24:30-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-12,,,,
2026-09-01T20:24:30-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-10,,,55357,
2026-09-01T20:24:51-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-13,,,,
2026-09-01T20:25:04-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-11,,,75662,
2026-09-01T20:25:27-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-11-peer-6,,,152524,
2026-09-01T20:25:27-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-7,,,,
2026-09-01T20:26:17-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-14,,,,
2026-09-01T20:26:19-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-13,,,87281,
2026-09-01T20:27:03-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-15,,,,
2026-09-01T20:27:03-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-8,,,,
2026-09-01T20:27:04-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-12,,,154211,
2026-09-01T20:27:04-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-11-peer-7,,,96458,
2026-09-01T20:27:04-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-14,,,47075,
2026-09-01T20:27:10-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-16,,,,
2026-09-01T20:27:44-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-17,,,,
2026-09-01T20:28:00-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-9,,,,
2026-09-01T20:28:02-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-16,,,51312,
2026-09-01T20:28:08-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-18,,,,
2026-09-01T20:28:10-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-15,,,66477,
2026-09-01T20:28:30-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-19,,,,
2026-09-01T20:28:33-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-17,,,48341,
2026-09-01T20:28:38-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-11-peer-8,,,94035,
2026-09-01T20:28:46-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-20,,,,
2026-09-01T20:28:56-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-18,,,47935,
2026-09-01T20:29:09-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-21,,,,
2026-09-01T20:29:09-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-10,,,,
2026-09-01T20:29:13-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-11-peer-9,,,72574,
2026-09-01T20:29:23-08:00,connect,199.131.68.69,KD Reflector,stream-67-peer-1,,,,
2026-09-01T20:29:35-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-11,,,,
2026-09-01T20:29:36-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-22,,,,
2026-09-01T20:29:36-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-11-peer-10,,,27281,
2026-09-01T20:29:37-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-21,,,28372,
2026-09-01T20:29:39-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-23,,,,
2026-09-01T20:29:42-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-19,,,69729,
2026-09-01T20:29:56-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-12,,,,
2026-09-01T20:33:20-08:00,connect,199.131.68.69,KD Reflector,stream-67-peer-1,,,,
2026-09-01T20:33:20-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-1,,,,
2026-09-01T20:33:20-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,,
2026-09-01T20:33:20-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-2,,,,
2026-09-01T20:35:35-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-3,,,,
2026-09-01T20:35:35-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-4,,,,
2026-09-01T20:35:41-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,140886,
2026-09-01T20:35:47-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-2,,,147022,
2026-09-01T20:36:03-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-5,,,,
2026-09-01T20:36:03-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-2,,,,
2026-09-01T20:36:04-08:00,connect,199.131.68.69,KD Reflector,stream-67-peer-2,,,,
2026-09-01T20:36:04-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-4,,,28920,
2026-09-01T20:36:05-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-11-peer-1,,,165116,
2026-09-01T20:36:08-08:00,disconnect,199.131.68.69,KD Reflector,stream-67-peer-1,,,168685,
2026-09-01T20:36:46-08:00,connect,199.131.68.69,KD Reflector,stream-67-peer-3,,,,
2026-09-01T20:36:47-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-6,,,,
2026-09-01T20:36:48-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-5,,,44342,
2026-09-01T20:36:55-08:00,disconnect,199.131.68.69,KD Reflector,stream-67-peer-2,,,51096,
2026-09-01T20:37:05-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-3,,,,
2026-09-01T20:37:10-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-11-peer-2,,,66436,
2026-09-01T20:37:14-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-7,,,,
2026-09-01T20:37:18-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-6,,,31422,
2026-09-01T20:37:22-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-8,,,,
2026-09-01T20:37:36-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-3,,,120634,
2026-09-01T20:37:56-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-7,,,39656,
2026-09-01T20:38:07-08:00,disconnect,199.131.68.69,KD Reflector,stream-67-peer-3,,,80937,
2026-09-01T20:38:10-08:00,connect,199.131.68.69,KD Reflector,stream-67-peer-4,,,,
2026-09-01T20:38:36-08:00,connect,199.131.68.69,KD Reflector,stream-67-peer-5,,,,
2026-09-01T20:38:36-08:00,disconnect,199.131.68.69,KD Reflector,stream-67-peer-4,,,25978,
2026-09-01T20:38:42-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-4,,,,
2026-09-01T20:38:45-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-11-peer-3,,,100505,
2026-09-01T20:38:53-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-8,,,91583,
2026-09-01T20:38:54-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-9,,,,
2026-09-01T20:38:58-08:00,connect,199.131.68.69,KD Reflector,stream-67-peer-6,,,,
2026-09-01T20:39:08-08:00,disconnect,199.131.68.69,KD Reflector,stream-67-peer-5,,,32290,
2026-09-01T20:39:47-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-5,,,,
2026-09-01T20:39:56-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-11-peer-4,,,74039,
2026-09-01T20:39:57-08:00,connect,199.131.68.69,KD Reflector,stream-67-peer-7,,,,
2026-09-01T20:39:58-08:00,disconnect,199.131.68.69,KD Reflector,stream-67-peer-6,,,59318,
2026-09-01T20:40:11-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-9,,,77232,
2026-09-01T20:40:25-08:00,connect,199.131.68.69,KD Reflector,stream-67-peer-8,,,,
2026-09-01T20:40:26-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-10,,,,
2026-09-01T20:40:29-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-11-peer-5,,,42654,
2026-09-01T20:40:33-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-6,,,,
2026-09-01T20:54:37-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-1,,,,
2026-09-01T20:54:37-08:00,connect,199.131.68.69,KD Reflector,stream-67-peer-1,,,,
2026-09-01T20:54:40-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,,
2026-09-01T20:55:43-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-2,,,,
2026-09-01T20:55:49-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,68845,
2026-09-01T20:55:49-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-2,,,,
2026-09-01T20:56:00-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-11-peer-1,,,82831,
2026-09-01T20:56:12-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-3,,,,
2026-09-01T20:56:13-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-2,,,29822,
2026-09-01T20:56:31-08:00,disconnect,199.131.68.69,KD Reflector,stream-67-peer-1,,,113378,
2026-09-01T20:58:11-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-1,,,,
2026-09-01T20:58:11-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,,
2026-09-01T21:00:12-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-2,,,,
2026-09-01T21:00:13-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-11-peer-1,,,121999,
2026-09-01T21:01:54-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-1,,,,
2026-09-01T21:01:54-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,,
2026-09-01T21:12:26-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,,
2026-09-01T21:12:26-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-1,,,,
2026-09-01T21:14:07-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-2,,,,
2026-09-01T21:14:14-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-11-peer-1,,,107297,
2026-09-01T21:16:13-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-1,,,,
2026-09-01T21:16:13-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,,
2026-09-01T21:16:30-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-1,,,,
2026-09-01T21:16:49-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-2,,,,
2026-09-01T21:16:56-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-2,,,,
2026-09-01T21:17:23-08:00,disconnect,199.131.68.69,Glacier Net,stream-1-peer-1,,,53098,
2026-09-01T21:17:36-08:00,disconnect,199.131.68.69,Glacier Net,stream-1-peer-2,,,40813,
2026-09-01T21:17:39-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-3,,,,
2026-09-01T21:17:39-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-3,,,,
2026-09-01T21:17:39-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-4,,,,
2026-09-01T21:17:44-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,91452,
2026-09-01T21:17:56-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-5,,,,
2026-09-01T21:17:57-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-4,,,,
2026-09-01T21:18:02-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-2,,,72863,
2026-09-01T21:18:27-08:00,disconnect,199.131.68.69,Glacier Net,stream-1-peer-3,,,48286,
2026-09-01T21:18:28-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-6,,,,
2026-09-01T21:18:32-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-5,,,,
2026-09-01T21:18:35-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-3,,,56620,
2026-09-01T21:20:04-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,,
2026-09-01T21:20:04-08:00,connect,199.131.68.69,Revillagigedo Net,stream-11-peer-1,,,,
2026-09-01T21:20:18-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-1,,,,
2026-09-01T21:20:32-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-2,,,,
2026-09-01T21:20:46-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-11-peer-1,,,42650,
2026-09-01T21:20:47-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,43106,
2026-09-01T21:27:20-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-1,,,,
2026-09-01T21:27:29-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,,
2026-09-01T21:27:37-08:00,audio_download,199.131.68.69,,,,,,/audio/Alaska/Tongass_NF/Juneau_Net_-_Multicast/Juneau_Net_-_Multicast_2026-09-02T05_20_44Z.wav
2026-09-01T21:28:03-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-2,,,,
2026-09-01T21:46:25-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-1,,,,
2026-09-01T21:46:36-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,,
2026-09-01T21:47:59-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,,
2026-09-01T21:48:00-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-1,,,,
2026-09-01T21:49:47-08:00,connect,199.131.68.69,Petersburg Net - Multicast,stream-12-peer-1,,,,
2026-09-01T21:51:23-08:00,connect,199.131.68.69,North Net,stream-38-peer-1,,,,
2026-09-01T21:58:32-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-2,,,,
2026-09-01T21:59:22-08:00,disconnect,199.131.68.69,Glacier Net,stream-1-peer-1,,,682093,
2026-09-01T22:04:51-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-3,,,,
2026-09-01T22:05:29-08:00,disconnect,199.131.68.69,Glacier Net,stream-1-peer-2,,,416984,
2026-09-01T22:06:59-08:00,connect,199.131.68.69,North Net,stream-38-peer-2,,,,
2026-09-01T22:07:33-08:00,disconnect,199.131.68.69,North Net,stream-38-peer-1,,,969853,
2026-09-01T22:21:35-08:00,connect,199.131.68.69,Petersburg Net - Multicast,stream-12-peer-2,,,,
2026-09-01T22:22:09-08:00,disconnect,199.131.68.69,Petersburg Net - Multicast,stream-12-peer-1,,,1942110,
2026-09-01T22:26:06-08:00,connect,199.139.48.70,Juneau Net - Multicast,stream-5-peer-2,,,,
2026-09-01T22:30:22-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-3,,,,
2026-09-01T22:31:09-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,2589326,
2026-09-01T22:32:12-08:00,connect,199.131.68.69,North Net,stream-38-peer-3,,,,
2026-09-01T22:32:44-08:00,disconnect,199.131.68.69,North Net,stream-38-peer-2,,,1545084,
2026-09-01T22:38:02-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-4,,,,
2026-09-01T22:38:38-08:00,disconnect,199.131.68.69,Glacier Net,stream-1-peer-3,,,2027033,
2026-09-01T22:56:58-08:00,connect,199.131.68.69,North Net,stream-38-peer-4,,,,
2026-09-01T22:57:41-08:00,disconnect,199.131.68.69,North Net,stream-38-peer-3,,,1529451,
2026-09-01T23:11:04-08:00,connect,199.139.48.70,Juneau Net - Multicast,stream-5-peer-4,,,,
2026-09-01T23:11:36-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-5,,,,
2026-09-01T23:11:45-08:00,disconnect,199.139.48.70,Juneau Net - Multicast,stream-5-peer-2,,,2739742,
2026-09-01T23:11:54-08:00,disconnect,199.139.48.70,Juneau Net - Multicast,stream-5-peer-4,,,49272,
2026-09-01T23:12:21-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-3,,,2518960,
2026-09-01T23:36:35-08:00,connect,199.131.68.69,North Net,stream-38-peer-5,,,,
2026-09-01T23:37:07-08:00,disconnect,199.131.68.69,North Net,stream-38-peer-4,,,2409026,
2026-09-02T00:11:53-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-5,,,,
2026-09-02T00:12:19-08:00,disconnect,199.131.68.69,Glacier Net,stream-1-peer-4,,,5655421,
2026-09-02T00:30:48-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-6,,,,
2026-09-02T00:30:48-08:00,connect,199.131.68.69,North Net,stream-38-peer-6,,,,
2026-09-02T00:30:49-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-6,,,,
2026-09-02T00:30:49-08:00,connect,199.131.68.69,Petersburg Net - Multicast,stream-12-peer-3,,,,
2026-09-02T00:31:12-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-5,,,4776399,
2026-09-02T00:31:14-08:00,disconnect,199.131.68.69,North Net,stream-38-peer-5,,,3279310,
2026-09-02T00:31:15-08:00,disconnect,199.131.68.69,Petersburg Net - Multicast,stream-12-peer-2,,,7780370,
2026-09-02T00:31:24-08:00,disconnect,199.131.68.69,Glacier Net,stream-1-peer-5,,,1170539,
2026-09-02T00:33:48-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-7,,,,
2026-09-02T00:34:27-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-6,,,218316,
2026-09-02T00:35:39-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-8,,,,
2026-09-02T00:35:58-08:00,connect,199.131.68.69,North Net,stream-38-peer-7,,,,
2026-09-02T00:36:17-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-7,,,148756,
2026-09-02T00:36:40-08:00,disconnect,199.131.68.69,North Net,stream-38-peer-6,,,351847,
2026-09-02T05:18:28-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-9,,,,
2026-09-02T05:19:11-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-8,,,17012499,
2026-09-02T05:25:06-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-7,,,,
2026-09-02T05:25:19-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-10,,,,
2026-09-02T05:25:19-08:00,connect,199.131.68.69,North Net,stream-38-peer-8,,,,
2026-09-02T05:25:55-08:00,disconnect,199.131.68.69,Glacier Net,stream-1-peer-6,,,17706014,
2026-09-02T05:26:00-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-9,,,451254,
2026-09-02T05:26:39-08:00,disconnect,199.131.68.69,North Net,stream-38-peer-7,,,17441687,
2026-09-02T05:27:23-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-11,,,,
2026-09-02T05:27:32-08:00,connect,199.131.68.69,Petersburg Net - Multicast,stream-12-peer-4,,,,
2026-09-02T05:28:08-08:00,disconnect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-10,,,168468,
2026-09-02T05:28:08-08:00,disconnect,199.131.68.69,Petersburg Net - Multicast,stream-12-peer-3,,,17838940,
2026-09-02T08:24:38-08:00,connect,199.139.48.55,Juneau Net - Multicast,stream-5-peer-12,,,,
2026-09-02T08:25:12-08:00,disconnect,199.139.48.55,Juneau Net - Multicast,stream-5-peer-12,,,33365,
2026-09-02T09:27:58-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-8,,,,
2026-09-02T09:27:58-08:00,disconnect,199.131.68.69,North Net,stream-38-peer-8,,,14559167,
2026-09-02T09:28:14-08:00,connect,199.131.68.69,Cordova Net,stream-3-peer-1,,,,
2026-09-02T09:32:49-08:00,disconnect,199.131.68.69,Glacier Net,stream-1-peer-7,,,14862668,
2026-09-02T10:32:31-08:00,connect,166.5.98.180,Admin Net,stream-15-peer-1,,,,
2026-09-02T10:51:15-08:00,connect,166.5.98.180,Admin Net,stream-15-peer-2,,,,
2026-09-02T10:57:10-08:00,connect,199.131.68.69,Ironwood Net,stream-36-peer-1,,,,
2026-09-02T11:06:44-08:00,connect,199.131.68.69,Ontonagon Net,stream-37-peer-1,,,,
2026-09-02T11:27:44-08:00,disconnect,166.5.98.180,Admin Net,stream-15-peer-2,,,2189246,
2026-09-02T12:44:38-08:00,connect,166.5.98.180,Admin Net,stream-15-peer-3,,,,
2026-09-02T12:45:09-08:00,disconnect,166.5.98.180,Admin Net,stream-15-peer-1,,,7958427,
2026-09-02T12:47:31-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-9,,,,
2026-09-02T12:47:31-08:00,connect,199.131.68.69,Ontonagon Net,stream-37-peer-2,,,,
2026-09-02T12:47:32-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-10,,,,
2026-09-02T12:47:32-08:00,connect,199.131.68.69,Ontonagon Net,stream-37-peer-3,,,,
2026-09-02T12:48:05-08:00,disconnect,199.131.68.69,Ontonagon Net,stream-37-peer-1,,,6081061,
2026-09-02T12:48:16-08:00,disconnect,199.131.68.69,Glacier Net,stream-1-peer-8,,,12018543,
2026-09-02T12:48:28-08:00,disconnect,199.131.68.69,Ontonagon Net,stream-37-peer-2,,,56893,
2026-09-02T12:48:29-08:00,disconnect,199.131.68.69,Glacier Net,stream-1-peer-9,,,58059,
2026-09-02T12:58:58-08:00,connect,166.5.98.180,Forest Net,stream-16-peer-1,,,,
2026-09-02T13:34:53-08:00,disconnect,199.131.68.69,Ironwood Net,stream-36-peer-1,,,9462931,
2026-09-02T14:43:03-08:00,disconnect,166.5.98.180,Admin Net,stream-15-peer-3,,,7105608,
2026-09-02T14:44:44-08:00,connect,166.5.98.180,Admin Net,stream-15-peer-4,,,,
2026-09-02T14:46:03-08:00,connect,199.131.68.69,Revillagigedo Net,stream-12-peer-1,,,,
2026-09-02T14:46:03-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-1,,,,
2026-09-02T14:46:05-08:00,connect,166.5.98.180,Admin Net,stream-16-peer-1,,,,
2026-09-02T14:46:07-08:00,connect,166.5.98.180,Forest Net,stream-15-peer-1,,,,
2026-09-02T14:46:07-08:00,connect,199.131.68.69,Ironwood Net,stream-37-peer-1,,,,
2026-09-02T14:46:08-08:00,connect,199.131.68.69,Cordova Net,stream-3-peer-1,,,,
2026-09-02T14:46:09-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-1,,,,
2026-09-02T14:47:24-08:00,connect,199.131.68.69,Revilla Net - DFSI Multicast,stream-13-peer-1,,,,
2026-09-02T14:48:15-08:00,connect,199.131.68.69,Glacier Net,stream-1-peer-2,,,,
2026-09-02T14:48:15-08:00,connect,199.131.68.69,Revillagigedo Net,stream-12-peer-2,,,,
2026-09-02T14:48:19-08:00,connect,166.5.98.180,Forest Net,stream-15-peer-2,,,,
2026-09-02T14:48:27-08:00,connect,166.5.98.180,Admin Net,stream-16-peer-2,,,,
2026-09-02T14:48:39-08:00,connect,199.131.68.69,Cordova Net,stream-3-peer-2,,,,
2026-09-02T14:48:42-08:00,connect,199.131.68.69,Juneau Net - Multicast,stream-5-peer-2,,,,
2026-09-02T14:48:42-08:00,connect,199.131.68.69,Revilla Net - DFSI Multicast,stream-13-peer-2,,,,
2026-09-02T14:49:05-08:00,disconnect,199.131.68.69,Revillagigedo Net,stream-12-peer-1,,,181829,
2026-09-02T14:49:05-08:00,disconnect,199.131.68.69,Cordova Net,stream-3-peer-1,,,177929,
2026-09-02T14:49:08-08:00,disconnect,166.5.98.180,Admin Net,stream-16-peer-1,,,182842,
